"Users","New_users","Avg_session","Pages_session","Sessions","P_rebound","Author","Section","Year","Month","Day","Days_count","Title_length","Subtitle_length","Content_length","anger_title","anticipation_title","disgust_title","fear_title","joy_title","sadness_title","surprise_title","trust_title","negative_title","positive_title","anger_subtitle","anticipation_subtitle","disgust_subtitle","fear_subtitle","joy_subtitle","sadness_subtitle","surprise_subtitle","trust_subtitle","negative_subtitle","positive_subtitle","anger_content","anticipation_content","disgust_content","fear_content","joy_content","sadness_content","surprise_content","trust_content","negative_content","positive_content","Topics"
66,58,37,1.09,67,91.04,"Héctor Herrera","sociedad",2022,"3",23,708,50,97,4475,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,6,8,4,8,1,17,7,12,37,25,NA
20,20,616,1.95,20,50,"Jorge Alcalde","sociedad",2022,"3",27,704,60,178,6656,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,18,13,20,8,17,7,11,41,46,NA
16,15,236,1.26,19,84.21,"Carlos Rodríguez","sociedad",2022,"4",1,699,68,151,2721,1,0,2,4,0,3,0,0,5,0,0,1,0,0,0,1,0,0,1,1,2,9,9,19,1,38,4,5,49,13,"Animales"
46,41,4,1.06,49,93.88,"Jorge Herrero","sociedad",2022,"4",14,686,80,205,4436,1,0,0,1,0,1,0,0,1,1,0,0,3,0,0,1,0,0,4,0,10,6,8,8,3,18,3,12,36,19,"Alimentación"
25,21,1023,2.14,36,61.11,"Jorge Herrero","sociedad",2022,"4",16,684,93,111,7502,2,1,2,2,0,2,1,0,2,1,1,2,1,2,1,2,2,0,2,2,37,23,26,44,13,40,16,31,52,44,"Estados Unidos"
25,24,51,1.06,34,88.24,"Jorge Herrero","sociedad",2022,"4",17,683,70,277,3960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8,5,4,5,5,3,3,11,14,24,"Psicología"
26,24,474,1.54,26,76.92,"Albert Martínez","sociedad",2022,"4",18,682,71,84,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,2,6,1,4,12,10,NA
1411,1,107,1.26,1473,82.08,"Jorge Herrero","sociedad",2022,"4",19,681,60,182,2145,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,0,2,5,1,2,1,4,10,6,16,"Sexo"
40,34,1,1,41,97.56,"Jorge Herrero","sociedad",2022,"4",21,679,49,164,3366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,11,15,17,11,32,7,13,36,23,"Alimentación"
17,16,69,1.18,17,82.35,"Jorge Herrero","sociedad",2022,"4",21,679,36,252,6254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,12,5,15,7,5,3,11,12,36,NA
29,26,425,1.45,29,75.86,"Héctor Herrera","sociedad",2022,"4",21,679,68,193,3807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,12,2,3,8,8,2,18,14,28,"Cine"
15,12,777,2.12,16,75,"Jorge Herrero","sociedad",2022,"4",21,679,48,253,7355,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,3,0,13,12,1,20,9,16,4,28,33,42,NA
75,71,130,1.27,81,82.72,"Héctor Herrera","sociedad",2022,"5",11,659,86,152,3455,1,0,2,4,0,3,0,0,5,0,0,0,1,3,0,7,0,0,8,1,7,8,9,18,5,28,7,16,41,20,NA
36,34,71,1.24,37,91.89,"Jorge Herrero","sociedad",2022,"5",17,653,42,236,3182,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,1,0,3,1,15,8,3,13,14,4,14,13,28,"Alimentación"
37,35,8,1.16,44,81.82,"Héctor Herrera","sociedad",2022,"5",17,653,91,168,3709,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,2,4,6,8,12,15,6,13,3,19,31,35,NA
366,342,590,1.82,428,69.16,"Jorge Herrero","sociedad",2022,"5",19,651,52,165,7102,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,14,5,8,27,5,17,13,16,30,31,NA
29,29,675,1.73,30,70,"Jorge Herrero","sociedad",2022,"5",25,645,72,221,5056,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,1,0,0,2,3,13,7,5,16,6,12,2,13,30,33,"Estados Unidos"
63,61,362,1.56,75,76,"Jorge Herrero","sociedad",2022,"5",26,644,82,295,3170,1,0,0,2,0,1,1,0,1,3,2,1,1,3,0,1,1,2,2,6,15,8,5,25,2,10,14,17,20,23,NA
16,14,4,1,17,82.35,"Carla Castejón","sociedad",2022,"5",31,639,35,96,2382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,4,1,4,0,3,13,12,NA
63,62,25,1.13,63,87.3,"Héctor Herrera","sociedad",2022,"5",31,639,64,148,2761,2,0,1,1,0,2,0,0,3,0,1,1,2,1,0,0,0,0,2,0,3,8,10,2,4,1,4,9,9,26,NA
17,16,17,1.32,19,63.16,"H. de Miguel","sociedad",2022,"6",6,633,83,99,4690,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,11,8,20,1,18,1,11,40,25,"Alimentación"
44,37,13,1.2,51,86.27,"Paco Rodríguez","sociedad",2022,"6",9,630,99,111,5673,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,15,28,31,40,13,42,14,38,60,65,"Enfermedades"
60,57,250,1.36,61,85.25,"C. Bernao","sociedad",2022,"6",8,631,61,78,2681,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,8,5,6,8,3,12,2,3,25,16,NA
41,40,5,1.12,40,87.5,"Héctor Herrera","sociedad",2022,"6",9,630,102,177,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,18,7,14,2,6,21,20,NA
29,29,172,1.45,29,58.62,"Jorge Herrero","sociedad",2022,"6",14,625,77,249,2439,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,3,1,3,1,1,6,3,2,6,5,15,NA
12,12,160,1.14,14,85.71,"Jorge Alcalde","sociedad",2022,"6",19,620,38,145,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,11,21,10,21,19,15,7,32,37,54,NA
41,39,77,1.16,44,79.55,"Paco Rodríguez","sociedad",2022,"6",21,618,56,146,3592,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,2,0,5,8,15,13,4,15,5,14,31,26,NA
14,14,167,1.43,14,78.57,"H. de Miguel","sociedad",2022,"6",21,618,48,155,7353,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,4,0,1,6,1,27,24,22,71,7,40,8,17,97,46,"Enfermedades"
29,25,57,1.07,29,89.66,"Albert Martínez","sociedad",2022,"6",25,614,64,60,2890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,2,3,11,3,3,17,9,37,NA
14,12,0,1,15,100,"Jorge Herrero","sociedad",2022,"6",28,611,25,128,3229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,3,6,3,6,5,10,13,25,"Animales"
49,49,47,1.2,50,82,"Jorge Herrero","sociedad",2022,"7",10,599,135,312,2410,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2,7,1,4,7,6,5,8,10,19,NA
21,19,0,1,21,100,"Héctor Herrera","sociedad",2022,"7",15,594,46,141,5584,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,23,9,23,12,11,7,28,34,69,"Psicología"
44,36,90,1.24,62,80.65,"Lorena Sáez","sociedad",2022,"7",16,593,103,145,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,3,9,11,7,4,9,17,20,NA
14,9,0,1.07,14,85.71,"Lorena Sáez","sociedad",2022,"7",17,592,90,96,4329,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,10,5,4,7,9,5,21,21,23,NA
76,70,76,1.16,80,81.25,"Paco Rodríguez","sociedad",2022,"7",20,589,67,128,5624,1,2,0,1,0,1,0,0,2,0,1,3,0,1,2,1,0,2,1,3,7,15,3,11,5,11,2,26,20,62,NA
27,27,440,1.79,29,72.41,"Héctor Herrera","sociedad",2022,"8",2,576,72,136,2626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,5,7,11,11,16,NA
14,14,0,1,15,100,"Héctor Herrera","sociedad",2022,"7",22,587,69,182,4123,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,2,0,1,3,2,8,37,8,26,14,25,18,25,32,44,NA
22,20,130,1.18,22,90.91,"Ángel Luis de Santos","sociedad",2022,"7",22,587,102,149,6828,1,0,2,1,0,2,0,0,6,0,0,0,0,0,1,0,0,1,0,2,3,12,1,9,6,8,3,24,14,43,NA
41,40,186,1.33,42,80.95,"Jorge Herrero","sociedad",2022,"7",25,584,99,236,2603,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,2,6,9,8,1,9,1,8,20,19,"Animales"
49,47,539,1.66,58,81.03,"Jorge Herrero","sociedad",2022,"7",26,583,40,110,3772,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,4,3,12,25,4,12,17,0,18,22,35,"Alimentación"
29,27,273,1.34,35,77.14,"Héctor Herrera","sociedad",2022,"7",26,583,67,171,3687,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,7,0,8,10,9,31,3,54,3,20,70,31,NA
142,133,112,1.31,143,76.22,"Jorge Herrero","sociedad",2022,"7",28,581,75,138,9047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,53,11,31,50,29,12,68,48,102,NA
117,111,188,1.41,129,74.42,"Lorena Sáez","sociedad",2022,"7",30,579,85,110,4030,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,10,16,8,18,33,15,11,42,30,70,NA
15,14,9,1.07,15,80,"Albert Martínez","sociedad",2022,"8",6,572,67,74,2802,2,1,1,3,1,2,1,1,3,1,0,1,0,0,0,0,0,0,0,0,8,7,4,19,2,25,3,8,37,24,NA
14,14,0,1,14,100,"Héctor Herrera","sociedad",2022,"8",9,569,76,127,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,15,23,6,19,11,26,33,32,NA
12,11,39,1.45,11,63.64,"Héctor Herrera","sociedad",2022,"8",10,568,52,190,2529,1,0,1,1,0,0,0,0,2,0,1,0,2,1,0,0,0,1,2,1,3,12,4,6,9,9,4,18,14,31,NA
30,29,1250,2.35,34,79.41,"Lorena Sáez","sociedad",2022,"8",17,561,79,149,2178,0,0,0,0,1,2,0,0,4,0,0,1,0,0,1,0,0,2,1,3,2,3,2,3,9,8,2,5,18,19,NA
17,16,335,1.53,17,82.35,"Jorge Herrero","sociedad",2022,"8",17,561,75,208,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,16,12,3,7,4,10,26,19,NA
424,392,225,1.41,438,80.37,"Lorena Sáez","sociedad",2022,"8",17,561,90,84,2935,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,6,0,6,8,19,"Sexo"
124,117,141,1.38,134,69.4,"Jorge Herrero","sociedad",2022,"8",23,555,91,327,5785,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,2,0,5,10,8,11,38,29,6,3,43,25,73,"Psicología"
141,137,163,1.23,153,83.66,"Jorge Herrero","sociedad",2022,"8",24,554,52,173,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,4,2,4,1,4,6,10,NA
24,20,131,1.23,26,84.62,"Paco Rodríguez","sociedad",2022,"9",20,527,91,95,2941,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,8,5,8,6,8,14,16,27,"Alimentación"
14,14,134,1.5,14,64.29,"E. Soriano","sociedad",2022,"11",7,479,65,127,3853,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,7,15,24,36,8,43,14,13,71,42,"Enfermedades"
63,56,718,2.04,80,58.75,"Emiliano Cascos","sociedad",2022,"9",29,518,57,90,3793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,18,9,1,18,4,20,7,10,38,21,"Psicología"
36,36,627,1.78,41,82.93,"Héctor Herrera","sociedad",2022,"10",4,513,105,182,2449,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,8,3,7,3,9,14,14,NA
29,27,8,1.28,29,72.41,"Jorge Herrero","sociedad",2022,"10",5,512,111,167,3069,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,7,4,3,4,3,5,6,10,26,"Psicología"
58,57,386,1.53,62,79.03,"Jorge Herrero","sociedad",2022,"10",13,504,92,152,3188,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,6,3,7,4,4,1,9,14,22,"Animales"
81,76,189,1.59,86,77.91,"Héctor Herrera","sociedad",2022,"10",18,499,58,162,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8,8,2,6,13,8,5,10,17,31,NA
15,12,98,1.06,16,68.75,"Jorge Herrero","sociedad",2022,"10",25,492,55,159,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,20,4,16,25,10,10,34,35,71,"Animales"
104,101,246,1.45,116,75,"Paco Rodríguez","sociedad",2022,"10",27,490,97,182,11204,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,35,23,60,28,69,14,38,89,76,NA
26,25,13,1.07,27,92.59,"Héctor Herrera","sociedad",2022,"10",31,486,71,154,3479,0,0,1,0,0,1,1,2,3,4,0,0,0,0,0,2,1,0,3,2,11,13,11,12,8,20,9,34,38,61,NA
15,14,191,1.47,15,73.33,"Albert Martínez","sociedad",2022,"11",1,485,44,71,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,1,5,5,6,3,8,12,21,NA
1166,1,64,1.21,1237,79.55,"Jorge Herrero","sociedad",2022,"11",3,483,64,134,12790,0,0,0,1,0,1,0,0,1,0,0,2,0,2,1,2,0,1,2,2,54,35,78,132,17,220,25,36,281,87,"Estados Unidos"
27,27,467,1.74,27,74.07,"Albert Martínez","sociedad",2022,"11",5,481,44,89,2947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,5,5,5,3,11,12,27,NA
24,24,18,1.15,26,92.31,"Albert Martínez","sociedad",2022,"11",7,479,57,88,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,4,14,3,4,15,7,40,NA
21,20,1669,2.82,22,63.64,"Jorge Herrero","sociedad",2022,"11",7,479,78,99,4579,1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,4,11,5,9,1,13,18,30,NA
19,16,70,1.11,19,63.16,"Héctor Herrera","sociedad",2022,"11",8,478,74,154,3501,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,13,10,14,15,4,10,3,8,30,27,NA
61,56,131,1.23,65,84.62,"Héctor Herrera","sociedad",2022,"11",20,466,45,149,4329,0,0,0,0,0,0,0,0,0,0,5,1,4,4,0,7,2,0,9,0,10,11,23,24,3,18,6,12,47,27,"Animales"
15,14,971,2.07,15,66.67,"Jorge Herrero","sociedad",2022,"11",21,465,49,110,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,5,4,7,NA
57,56,21,1.24,62,79.03,"Jorge Herrero","sociedad",2022,"11",29,457,60,127,3483,1,0,3,3,0,4,0,0,4,2,0,1,0,0,3,0,0,3,0,5,8,13,18,31,21,24,4,30,40,50,"Animales"
19,19,84,1.11,19,84.21,"Paco Rodríguez","sociedad",2022,"11",30,456,125,150,8323,0,0,0,0,1,0,1,2,1,2,3,1,1,2,0,2,0,0,4,1,29,22,24,33,16,36,14,37,63,72,"Enfermedades"
32,27,28,1.06,34,79.41,"Héctor Herrera","sociedad",2022,"12",19,437,102,92,4947,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,35,10,6,14,8,12,26,30,NA
21,20,57,1.45,20,75,"H. de Miguel","sociedad",2022,"12",21,435,52,135,8053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9,19,2,16,9,17,25,40,NA
16,12,950,2.25,16,87.5,"H. de Miguel","sociedad",2023,"1",2,423,92,138,5548,1,2,2,4,1,8,3,1,8,3,0,0,1,1,0,1,0,1,3,1,7,32,22,30,10,17,23,19,46,58,"Enfermedades"
19,17,46,1.1,20,85,"Héctor Herrera","sociedad",2023,"1",11,414,81,165,2456,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,3,2,5,9,5,5,4,11,7,9,27,12,NA
46,44,56,1.22,51,88.24,"J.M. Zuloaga","sociedad",2023,"1",14,411,88,147,1246,0,1,0,0,2,0,1,2,0,2,0,0,0,0,0,0,1,1,0,2,2,2,1,3,3,1,2,6,5,12,NA
30,27,62,1.17,35,85.71,"Héctor Herrera","sociedad",2023,"1",23,402,47,114,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,8,8,7,2,13,13,24,NA
19,17,0,1.05,21,95.24,"Mar Muñoz","sociedad",2023,"1",28,397,28,91,8194,5,0,3,5,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,47,18,17,49,9,34,7,39,64,60,NA
49,21,5,1.72,32,84.38,"Laura L. Álvarez","sociedad",2024,"2",10,19,142,75,2837,3,1,1,4,0,4,1,0,5,0,1,0,0,2,0,2,0,0,2,1,5,4,2,13,0,12,3,15,14,22,NA
16,14,0,1.06,16,100,"Nora Villalba","sociedad",2023,"4",28,307,80,152,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,11,3,2,9,7,2,12,14,24,NA
71,70,1,1.03,71,92.96,"La Razón","sociedad",2019,"9",16,1627,35,93,2748,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,2,7,3,6,0,9,11,25,NA
36,31,285,1.43,37,86.49,"E. Soriano","sociedad",2023,"5",28,277,105,141,10769,0,0,0,1,0,1,0,0,2,1,3,0,1,3,0,1,0,0,4,0,45,19,55,128,5,87,9,16,173,63,"Enfermedades"
174,76,34,1.44,170,80.59,"A. Nieto","sociedad",2024,"2",17,12,73,95,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,2,3,12,6,8,32,12,45,NA
1717,796,64,1.19,1752,83.22,"Nora Villalba","sociedad",2024,"2",4,25,115,178,3151,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,1,0,0,1,7,5,4,13,2,8,5,11,26,31,NA
14,0,1075,2.1,20,70,"Nora Villalba","sociedad",2024,"2",4,25,115,178,3151,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,1,0,0,1,7,5,4,13,2,8,5,11,26,31,NA
26,11,308,1.64,22,72.73,"E.S.","sociedad",2024,"1",13,47,99,85,1984,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,6,5,10,1,8,1,7,18,7,"Alimentación"
16,15,50,1.11,27,92.59,"H. de Miguel","sociedad",2023,"7",11,233,85,110,2649,0,0,0,0,0,1,0,0,2,2,1,1,0,1,0,1,0,0,1,0,1,5,0,1,3,3,1,7,11,14,NA
14,12,212,1.36,14,71.43,"Macarena Gutiérrez","sociedad",2023,"3",11,355,78,139,7039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,10,20,5,25,11,19,10,29,35,59,NA
20,15,65,1.45,20,70,"Redacción Sociedad","sociedad",2024,"1",23,37,60,88,4097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,2,5,4,6,6,12,8,25,"Animales"
26,5,21,1.04,26,96.15,"La Razón","sociedad",2024,"2",4,25,43,149,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,38,29,47,19,44,23,27,53,80,NA
19,16,5,1.11,19,84.21,"Marco Chavarría","sociedad",2023,"12",4,87,58,121,1641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,1,2,2,4,3,13,NA
32,26,113,1.15,39,82.05,"Nora Villalba","sociedad",2023,"11",26,95,86,166,7541,0,0,0,1,1,0,1,1,2,3,0,0,0,0,0,0,0,2,0,0,17,29,19,21,17,13,9,33,56,50,NA
12,6,280,1.67,12,91.67,"Ana Abizanda","sociedad",2024,"1",7,53,53,154,8318,0,2,0,0,2,1,2,1,0,3,0,0,0,0,0,0,1,1,0,1,12,35,13,22,35,33,24,45,54,100,NA
52,17,663,2.66,35,74.29,"Laura L. Álvarez","sociedad",2024,"2",11,18,83,103,4022,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,6,1,8,18,6,7,19,10,14,6,20,37,34,NA
14,12,89,1.43,14,64.29,"Marco Chavarría","sociedad",2023,"11",25,96,99,188,2450,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,14,1,4,21,4,7,17,5,39,NA
25,25,1,1.04,25,96,"Dámaris Fernández","sociedad",2023,"8",22,191,105,111,3291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,10,1,7,6,9,16,19,"Enfermedades"
16,14,0,1,17,100,"Héctor Herrera","sociedad",2023,"4",28,307,50,170,3676,1,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,9,7,4,18,3,16,4,13,20,42,NA
20,16,35,1.14,21,95.24,"Héctor Herrera","sociedad",2024,"1",9,51,58,81,3637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,3,6,4,7,2,13,12,25,NA
17,16,98,1.41,17,64.71,"F. Molinero","sociedad",2024,"1",16,44,73,101,2905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5,0,8,3,3,0,5,12,33,NA
49,15,24,1.08,49,89.8,"F. Molinero","sociedad",2024,"1",26,34,108,135,2700,1,1,2,4,0,3,0,0,5,2,0,0,0,1,0,1,0,1,1,3,12,12,12,20,5,21,4,29,25,38,NA
66,56,647,1.89,65,70.77,"Héctor Herrera","sociedad",2023,"10",5,147,84,102,3879,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,1,5,14,4,21,7,12,7,9,19,31,"Famosos"
14,1,624,2.78,9,66.67,"Marta de Andrés","sociedad",2024,"1",29,31,88,195,5365,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,3,0,5,19,17,10,24,13,13,5,42,33,56,NA
26,20,115,1.35,26,76.92,"Redacción Sociedad","sociedad",2024,"1",9,51,96,74,2357,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,13,0,2,8,1,1,21,3,35,"Estados Unidos"
68,53,188,1.26,82,80.49,"Redacción Sociedad","sociedad",2024,"1",25,35,57,81,2677,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,5,1,3,5,2,1,18,7,24,NA
30,24,0,1,30,100,"Álvaro García","sociedad",2024,"1",15,45,51,162,2065,1,0,1,2,0,5,0,0,5,0,0,0,2,1,0,2,0,1,2,0,3,8,4,7,4,16,1,6,20,13,NA
24,24,12,1.08,25,80,"H. de Miguel","sociedad",2023,"7",17,227,53,174,4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,7,3,13,3,9,2,16,20,26,"Enfermedades"
27,7,67,3.1,10,60,"M. Moreno","sociedad",2024,"2",1,28,86,118,3520,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,1,9,4,6,6,5,2,22,12,29,NA
35,19,2,1.09,34,94.12,"La Razón","sociedad",2024,"1",19,41,105,94,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,6,0,6,2,5,4,14,7,19,NA
30,24,92,1.17,30,86.67,"Jorge Alcalde","sociedad",2019,"5",12,1754,37,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,5,5,1,13,9,28,"papel"
67,63,475,1.61,76,76.32,"La Razón","sociedad",2013,"5",22,3935,28,156,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,19,12,8,22,26,6,22,28,66,NA
14,12,51,1.36,14,85.71,"La Razón","sociedad",2015,"4",26,3231,67,113,5613,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,10,2,11,5,8,3,12,24,43,"Estados Unidos"
16,16,15,1.47,17,64.71,"Juan Scaliter","sociedad",2015,"9",1,3103,19,0,5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,12,7,8,3,21,18,58,"papel"
269,262,416,1.51,307,79.15,"Jorge Alcalde","sociedad",2018,"9",17,1991,61,90,6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,3,6,11,6,12,21,15,52,NA
16,14,0,1,16,100,"Jorge Alcalde","sociedad",2015,"2",5,3311,21,0,4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,10,8,8,9,9,18,31,NA
63,65,676,1.77,70,81.43,"La Razón","sociedad",2016,"1",8,2974,24,0,2691,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,2,4,1,4,19,6,25,NA
12,12,658,1.86,14,64.29,"La Razón","sociedad",2019,"3",13,1814,85,267,9239,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,3,3,11,20,13,18,21,10,11,42,47,92,NA
34,34,120,1.22,40,75,"La Razón","sociedad",2018,"4",24,2137,58,155,7530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,6,27,15,18,8,51,10,22,81,46,NA
12,11,2,1.17,12,91.67,"La Razón","sociedad",2013,"1",16,4061,33,141,6852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,6,13,6,15,6,19,30,39,NA
20,17,1173,2.32,22,72.73,"La Razón","sociedad",2018,"6",11,2089,74,90,4058,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,7,6,6,9,17,11,28,NA
17,6,6,1.47,15,80,"H. de Miguel","sociedad",2024,"1",9,51,95,207,4505,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,3,2,3,2,3,13,3,41,NA
27,21,564,1.83,30,70,"Elena Caballero","sociedad",2023,"12",22,69,107,114,1980,0,1,0,1,2,1,1,0,1,3,0,0,0,0,1,0,0,0,0,1,1,9,0,1,5,5,1,3,7,13,NA
32,29,14,1.06,32,93.75,"Héctor Herrera","sociedad",2023,"5",22,283,55,141,3356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,11,17,13,22,14,25,10,17,34,41,"Alimentación"
